age,ed,employ,address,income,debtinc,creddebt,othdebt,default
30,1,1,1,48,3.2,0.792474,0.743526,0
51,2,10,8,73,9.8,4.398403,2.755597,0
52,1,1,1,53,9.8,2.760201,2.433799,0
39,5,14,17,83,6.8,3.158378,2.485622,0
29,3,6,5,58,3.7,1.13122,1.01478,0
25,2,4,5,30,7.8,1.390699,0.949301,0
50,3,15,15,66,4.6,1.578731,1.457269,0
33,2,2,3,56,14.7,4.975095,3.256905,0
32,1,4,2,47,8.9,1.823049,2.359951,0
34,1,4,3,38,5.2,0.887743,1.088257,1
35,3,8,5,59,17.3,5.591032,4.615968,0
29,1,7,4,44,2.5,0.562219,0.537781,0
32,3,9,6,47,1.3,0.193935,0.417065,0
26,1,5,4,40,4.7,1.112558,0.767442,1
45,1,16,24,38,10.9,1.478299,2.663701,0
36,2,2,2,39,7.7,1.442619,1.560381,1
41,2,11,13,47,4.2,0.651093,1.322907,0
37,1,0,0,49,23.8,4.249277,7.412723,0
40,3,3,3,49,4.8,0.784598,1.567402,0
32,2,5,5,55,2.3,0.869072,0.395928,0
28,1,4,4,43,19.4,4.86516,3.47684,0
24,1,4,6,34,9.6,1.305139,1.958861,0
32,1,5,4,48,6.0,0.910648,1.969352,0
34,1,9,5,49,23.8,7.863506,3.798494,0
21,2,1,1,42,7.7,2.005182,1.228818,0
30,3,8,8,46,5.1,1.055448,1.290552,0
34,3,8,10,49,20.5,6.422519,3.622481,1
34,2,3,3,43,6.1,0.801808,1.821192,0
26,1,3,2,26,15.0,1.600377,2.299623,0
24,1,4,4,39,2.3,0.368597,0.528403,0
43,2,15,8,48,7.1,1.874703,1.533297,0
25,1,1,1,27,5.4,0.813604,0.644396,0
33,2,4,5,51,25.4,7.676313,5.277687,0
24,1,2,2,28,6.8,1.070058,0.833942,0
30,4,8,6,48,3.8,0.930362,0.893638,0
44,1,17,11,34,5.0,1.036796,0.663204,0
39,1,5,6,53,23.1,6.281063,5.961937,1
41,1,13,7,36,16.0,3.562522,2.197478,0
45,1,6,7,38,12.2,1.473607,3.162393,0
51,1,17,10,58,4.8,1.100353,1.683647,0
23,1,3,2,24,19.9,1.918849,2.857151,0
28,1,3,3,30,2.6,0.262504,0.517496,0
36,2,2,2,42,10.4,1.647964,2.720036,0
37,5,1,1,60,2.4,0.69312,0.74688,0
39,1,8,12,31,4.8,0.633196,0.854804,0
35,1,5,7,37,10.6,1.760501,2.161499,1
23,2,2,2,45,6.8,1.89465,1.16535,0
47,1,11,10,53,2.5,0.719003,0.605997,0
30,1,1,1,46,19.5,5.469594,3.500406,0
29,4,1,1,60,4.8,1.482208,1.397792,0
29,1,1,1,36,20.9,4.610007,2.913993,1
53,1,2,3,58,7.7,2.722302,1.743698,1
38,2,11,15,63,14.7,3.406674,5.854326,0
27,2,6,8,42,3.7,0.941629,0.612371,0
37,1,8,8,37,9.3,1.334099,2.106901,0
35,2,0,0,48,5.9,1.444136,1.387864,0
34,1,1,1,49,12.9,2.776458,3.544542,1
29,1,7,6,38,25.1,4.903724,4.634276,1
45,2,16,10,64,15.0,6.501055,3.098945,1
40,1,8,7,51,5.4,1.79544,0.95856,0
44,1,15,18,52,9.4,2.740512,2.147488,0
36,1,3,3,32,3.4,0.501335,0.586665,0
36,1,2,2,36,1.1,0.216373,0.179627,0
28,1,7,7,41,12.7,3.643768,1.563232,1
41,1,9,7,33,15.0,1.945466,3.004534,0
45,2,3,3,62,18.4,3.433142,7.974858,0
24,1,2,3,34,9.0,2.109495,0.950505,0
34,1,9,5,39,21.3,5.447087,2.859913,0
47,1,13,11,49,13.8,2.418144,4.343856,0
34,2,10,6,43,30.1,4.552944,8.390056,1
26,1,3,4,33,12.0,1.696104,2.263896,0
50,1,11,8,55,8.5,2.084654,2.590346,0
30,3,3,3,48,1.7,0.257873,0.558127,0
30,1,4,4,37,2.7,0.434376,0.564624,0
43,1,3,2,33,9.7,1.663501,1.537499,0
50,2,4,3,59,10.4,3.065359,3.070641,0
52,1,9,9,61,9.7,4.072033,1.844967,0
53,1,3,2,54,13.0,3.377317,3.642683,0
27,2,2,2,45,18.0,2.507018,5.592982,1
49,3,12,9,60,15.0,4.108538,4.891462,0
39,3,3,4,48,6.7,1.265943,1.950057,0
29,2,3,2,47,10.4,2.77951,2.10849,0
45,1,1,1,37,23.1,3.303945,5.243055,0
29,1,5,6,41,25.1,4.018211,6.272789,0
35,1,2,3,48,4.8,1.180272,1.123728,0
35,1,7,8,46,15.1,4.541451,2.404549,0
26,2,3,4,37,8.9,1.313733,1.979267,1
32,2,6,3,53,4.8,1.071123,1.472877,0
27,3,5,7,49,2.5,0.714524,0.510476,0
27,2,4,3,29,8.5,1.689844,0.775156,0
45,1,17,24,45,4.5,1.396243,0.628757,0
25,1,2,1,30,10.9,1.507997,1.762003,0
25,1,5,7,45,14.7,4.610677,2.004323,0
29,3,5,6,56,25.1,5.132651,8.923349,1
39,1,6,3,50,4.5,0.969484,1.280516,0
41,2,7,5,50,5.9,1.623687,1.326313,0
28,3,3,2,51,8.3,1.330331,2.902669,0
34,1,6,4,40,6.6,1.711535,0.928465,0
30,1,6,6,47,1.2,0.174315,0.389685,0
48,2,6,5,55,12.0,2.973847,3.626153,0
45,2,15,16,48,3.2,0.666022,0.869978,0
39,1,8,5,53,11.7,2.344541,3.856459,1
35,1,11,15,53,18.1,4.862957,4.730043,0
45,2,3,2,48,4.3,1.088784,0.975216,0
39,2,15,8,60,11.3,2.918144,3.861856,0
27,2,3,4,35,36.6,6.962782,5.847218,0
30,2,8,4,32,13.9,1.572391,2.875609,0
41,2,14,17,48,6.2,1.715449,1.260551,0
36,1,9,10,48,3.3,0.757953,0.826047,0
44,2,11,14,46,5.5,1.091281,1.438719,0
41,1,8,10,38,12.7,2.209324,2.616676,0
40,2,11,9,62,1.6,0.354572,0.637428,0
39,3,2,1,67,12.0,2.424884,5.615116,1
41,2,2,3,63,29.7,12.185716,6.525284,1
31,3,7,10,42,7.7,1.588364,1.645636,1
39,1,7,4,35,1.9,0.446401,0.218599,0
31,1,8,8,37,12.1,2.209038,2.267962,0
38,3,3,4,68,7.8,2.471666,2.832334,1
28,1,5,3,39,13.8,2.433941,2.948059,0
39,2,6,5,57,3.7,1.123039,0.985961,0
39,1,15,21,31,1.1,0.234655,0.106345,0
39,2,9,9,56,12.9,2.545923,4.678077,0
41,1,11,11,50,4.7,1.644755,0.705245,0
30,1,3,4,27,12.1,1.514951,1.752049,0
32,4,8,12,42,14.2,3.668126,2.295874,1
51,1,11,11,45,10.3,2.553909,2.081091,1
37,2,6,7,61,17.1,3.796476,6.634524,0
30,1,5,4,32,3.7,0.462578,0.721422,0
23,1,2,2,38,14.1,2.28767,3.07033,0
21,3,1,1,30,9.1,1.250225,1.479775,0
23,2,1,1,30,2.2,0.285949,0.374051,0
31,3,0,0,58,22.7,7.111854,6.054146,0
35,4,9,10,71,10.3,2.312185,5.000815,0
27,1,0,0,42,16.1,2.459251,4.302749,0
41,3,13,18,55,10.5,2.682929,3.092071,0
36,1,12,10,48,3.8,0.727585,1.096415,0
31,1,2,2,40,28.2,4.28098,6.99902,0
29,1,0,0,42,14.3,2.239218,3.766782,1
31,1,3,4,31,18.6,2.733244,3.032756,1
26,1,3,2,31,3.6,0.720704,0.395296,0
28,1,7,10,44,7.8,2.161026,1.270974,0
45,2,18,10,59,11.4,3.341009,3.384991,0
36,1,0,0,38,5.4,0.756326,1.295674,0
31,1,1,1,49,2.9,0.914526,0.506474,0
50,1,3,2,62,8.6,3.726047,1.605953,0
43,2,13,15,68,23.6,5.905514,10.142486,1
25,4,1,1,63,3.1,0.59232,1.36068,0
31,1,7,9,44,19.9,2.983963,5.772037,0
34,2,11,12,57,7.8,2.715548,1.730452,0
36,1,9,5,51,6.7,1.463547,1.953453,0
29,2,2,3,32,9.1,0.945918,1.966082,0
41,2,3,4,60,21.3,6.930302,5.849698,1
28,2,4,4,46,10.8,2.723135,2.244865,0
41,2,14,15,40,7.2,1.15413,1.72587,0
22,1,1,1,29,4.1,0.708396,0.480604,0
48,2,19,27,59,2.8,0.521929,1.130071,0
28,2,5,7,37,13.5,2.804027,2.190973,0
35,1,1,1,50,17.6,4.016828,4.783172,1
36,1,10,6,51,4.7,1.592867,0.804133,0
28,2,2,3,53,3.2,0.796024,0.899976,0
49,2,14,19,63,0.9,0.38569,0.18131,0
31,2,4,3,54,2.4,0.600336,0.695664,0
31,2,6,8,33,9.3,1.493561,1.575439,0
31,4,5,3,47,1.4,0.352341,0.305659,0
38,1,0,0,44,17.1,5.066414,2.457586,0
23,2,2,2,36,12.1,2.894566,1.461434,0
32,1,8,8,32,8.4,1.396813,1.291187,0
24,1,4,4,36,25.2,3.420488,5.651512,0
30,2,6,6,33,2.4,0.415921,0.376079,0
40,2,10,15,41,2.5,0.363287,0.661713,0
23,1,1,1,33,14.8,1.855429,3.028571,0
30,2,0,0,33,19.9,2.913971,3.653029,1
32,1,9,6,40,6.0,1.639015,0.760985,0
24,2,0,0,50,5.5,0.922297,1.827703,0
33,2,4,4,58,2.5,0.775584,0.674416,0
33,3,2,2,66,8.3,3.603067,1.874933,0
56,2,12,16,77,9.5,4.739437,2.575563,0
30,2,3,4,44,22.9,3.825515,6.250485,0
22,2,0,0,49,4.0,0.793811,1.166189,0
25,2,4,6,34,4.9,0.651026,1.014974,1
48,2,14,12,59,20.1,6.964426,4.894574,0
41,1,4,5,52,6.9,1.695041,1.892959,0
24,1,0,0,33,20.9,3.27321,3.62379,0
34,1,7,7,31,15.4,1.4691,3.3049,1
42,1,17,24,49,4.1,0.772065,1.236935,0
33,1,6,7,41,9.1,1.525431,2.205569,0
23,1,2,3,42,18.0,2.281425,5.278575,0
29,2,0,0,40,4.0,0.796926,0.803074,0
32,1,1,1,42,4.1,0.69879,1.02321,0
24,3,1,1,40,13.2,1.980971,3.299029,0
45,2,15,11,39,10.6,1.527603,2.606397,0
29,1,7,10,27,2.5,0.385048,0.289952,0
28,1,2,2,39,9.0,2.296834,1.213166,0
31,1,0,0,40,4.5,1.235886,0.564114,0
43,1,1,1,50,8.6,2.057765,2.242235,0
29,2,6,6,40,3.0,0.591003,0.608997,0
26,4,4,2,57,8.6,2.850669,2.051331,0
34,1,11,8,29,4.2,0.753866,0.464134,0
36,4,9,12,46,10.2,1.729466,2.962534,0
29,1,3,2,31,16.0,3.101694,1.858306,1
51,2,13,7,42,21.3,3.756327,5.189673,1
34,1,3,4,39,0.6,0.127939,0.106061,0
53,3,9,6,78,8.6,3.076242,3.631758,0
41,1,12,8,52,10.9,2.899164,2.768836,0
22,1,2,2,42,30.7,4.819218,8.074782,0
27,2,1,1,45,18.7,2.993603,5.421397,1
48,1,10,15,62,5.9,1.740295,1.917705,0
34,2,8,9,57,13.7,4.238144,3.570856,1
36,1,4,6,43,12.4,2.282707,3.049293,1
52,3,17,21,58,2.2,0.440164,0.835836,0
27,2,6,8,46,9.0,1.300622,2.839378,0
24,1,1,1,30,6.3,0.789568,1.100432,0
25,1,3,3,32,4.9,0.874125,0.693875,0
30,1,3,2,43,2.0,0.293163,0.566837,0
34,4,8,6,68,6.7,2.600119,1.955881,0
47,1,20,25,57,1.7,0.675792,0.293208,0
34,1,2,2,29,1.9,0.384808,0.166192,0
21,1,1,1,28,4.1,0.603226,0.544774,0
42,2,11,15,51,1.0,0.293488,0.216512,0
29,3,7,4,35,7.8,1.550555,1.179445,0
30,1,7,5,48,12.1,3.231315,2.576685,1
43,2,13,19,46,9.8,2.205588,2.302412,0
41,2,4,4,60,5.8,1.922225,1.557775,0
32,1,5,5,28,6.1,0.517486,1.190514,0
28,3,5,4,53,8.1,2.895806,1.397194,0
54,1,17,19,52,7.8,2.570505,1.485495,0
50,2,18,11,53,6.5,1.349002,2.095998,0
25,1,4,4,27,6.5,0.5794,1.1756,0
28,1,1,1,29,12.9,1.574092,2.166908,0
47,1,14,18,43,9.6,1.87805,2.24995,0
25,1,4,6,39,16.3,3.883011,2.473989,0
41,3,3,3,44,32.4,9.069529,5.186471,0
36,1,1,1,38,18.3,3.707561,3.246439,0
42,1,0,0,36,2.4,0.362895,0.501105,0
38,1,2,2,53,8.4,1.834447,2.617553,0
35,2,11,10,41,3.1,0.41146,0.85954,0
43,1,9,5,40,19.8,3.832454,4.087546,1
43,3,8,10,77,16.0,8.068667,4.251333,0
56,1,2,3,47,23.1,3.909568,6.947432,0
26,1,0,0,32,7.0,1.460923,0.779077,0
39,1,2,2,47,7.2,1.370143,2.013857,0
29,1,7,5,43,10.0,1.349042,2.950958,0
25,2,4,4,44,1.3,0.344554,0.227446,0
48,1,2,3,36,7.9,1.434548,1.409452,0
28,2,6,7,47,14.3,4.387807,2.333193,0
40,1,11,7,54,16.7,3.473611,5.544389,0
38,1,8,10,56,7.0,2.268936,1.651064,0
38,2,4,5,40,14.2,2.059707,3.620293,0
24,4,1,1,63,7.1,1.832913,2.640087,0
40,1,5,5,32,14.7,1.489818,3.214182,0
22,2,1,1,34,5.4,1.029797,0.806203,0
24,1,4,5,41,4.3,0.659801,1.103199,0
27,4,1,1,41,8.9,1.794743,1.854257,1
27,3,6,4,48,11.4,2.798008,2.673992,0
39,2,7,5,38,17.6,2.627162,4.060838,0
34,2,2,2,46,7.2,1.105241,2.206759,0
26,2,6,7,47,19.8,3.490327,5.815673,1
39,1,9,9,50,5.6,0.995709,1.804291,0
38,1,6,4,52,7.3,1.360287,2.435713,0
26,1,1,1,32,20.3,3.833056,2.662944,0
44,1,18,23,40,4.1,0.957085,0.682915,0
32,3,8,6,61,8.4,2.545742,2.578258,0
54,1,16,18,46,17.3,3.563915,4.394085,1
36,4,0,0,45,3.0,0.779335,0.570665,0
38,1,9,12,37,4.1,0.689724,0.827276,0
53,1,0,0,42,8.1,1.112137,2.289863,0
44,2,7,4,43,1.1,0.192802,0.280198,0
45,2,1,1,67,12.7,3.713374,4.795626,0
29,1,4,2,32,7.9,1.551121,0.976879,0
28,2,6,4,40,23.1,3.737042,5.502958,0
29,2,2,3,42,13.7,2.761067,2.992933,1
39,1,13,11,45,13.3,1.952693,4.032307,0
28,3,0,0,55,12.7,4.374379,2.610621,0
42,3,12,17,65,4.4,1.295886,1.564114,0
48,1,20,19,49,16.4,4.824885,3.211115,1
38,1,5,6,56,5.0,1.115898,1.684102,0
40,2,10,15,53,9.8,1.685116,3.508884,0
23,2,2,1,43,2.5,0.449263,0.625737,0
36,1,0,0,30,3.0,0.374058,0.525942,0
40,1,8,11,35,3.5,0.66217,0.56283,0
53,1,23,12,48,4.7,1.250784,1.005216,0
23,1,2,1,28,16.4,1.846051,2.745949,0
38,1,7,6,44,6.0,1.610261,1.029739,0
32,1,7,10,44,17.6,3.203838,4.540162,0
47,1,8,8,59,7.0,1.781183,2.348817,0
29,1,3,3,40,6.6,1.642486,0.997514,0
45,4,12,16,61,7.6,1.576236,3.059764,0
36,1,1,1,46,3.2,0.954709,0.517291,0
37,1,1,1,43,12.0,3.136192,2.023808,0
37,1,7,6,46,10.1,2.343201,2.302799,1
34,2,4,2,37,11.0,2.634703,1.435297,0
46,2,12,14,56,3.0,0.617371,1.062629,0
53,3,21,31,88,12.2,3.301028,7.434972,0
52,1,3,2,64,2.4,0.587141,0.948859,0
29,1,1,1,30,5.2,0.610712,0.949288,0
40,2,7,6,44,6.4,1.899372,0.916628,1
31,2,9,11,48,3.8,1.053337,0.770663,0
33,1,2,1,45,8.1,1.820801,1.824199,0
32,4,6,5,49,13.6,4.199223,2.464777,1
35,1,8,5,32,2.9,0.381313,0.546687,0
49,2,2,2,50,9.5,1.598533,3.151467,1
35,3,8,10,60,18.4,7.250374,3.789626,0
29,2,4,6,54,10.7,2.615996,3.162004,0
35,1,6,6,52,1.7,0.60539,0.27861,0
39,2,12,11,50,10.6,2.497562,2.802438,1
50,1,14,18,42,4.7,1.229964,0.744036,0
33,2,2,3,47,12.4,3.694329,2.133671,0
26,3,3,3,35,1.4,0.17597,0.31403,0
30,1,2,2,49,23.1,7.798252,3.520748,1
26,2,5,6,34,16.9,3.270008,2.475992,0
52,1,10,7,55,9.7,2.440094,2.894906,0
25,1,4,2,25,4.1,0.700165,0.324835,0
44,1,6,8,47,2.4,0.701667,0.426333,0
32,2,7,7,33,2.1,0.273844,0.419156,0
21,2,2,2,48,2.1,0.443019,0.564981,0
48,2,21,30,71,2.7,1.258864,0.658136,0
40,1,5,3,56,7.7,2.694916,1.617084,0
39,2,4,6,63,6.7,1.756324,2.464676,0
51,1,2,1,66,16.0,3.445318,7.114682,0
41,1,7,8,54,21.0,6.721813,4.618187,0
40,1,8,10,52,7.2,1.250525,2.493475,1
39,1,1,1,36,5.1,1.094139,0.741861,0
37,1,3,4,47,5.3,0.994467,1.496533,1
47,2,14,19,44,11.5,1.540277,3.519723,0
29,3,2,2,35,15.6,3.794852,1.665148,0
47,3,15,8,45,14.1,2.208928,4.136072,0
27,2,0,0,53,7.0,2.085667,1.624333,0
32,3,3,2,47,14.8,3.274613,3.681387,0
49,4,9,8,65,2.2,0.684307,0.745693,0
48,1,9,10,35,17.8,3.825841,2.404159,0
36,2,3,2,58,11.0,4.333988,2.046012,0
28,3,6,3,37,19.6,2.758353,4.493647,0
40,1,12,15,57,21.2,6.685713,5.398287,1
38,1,3,2,31,2.8,0.483102,0.384898,0
28,3,1,1,57,5.7,1.070281,2.178719,1
39,3,2,3,62,18.1,4.572647,6.649353,0
38,1,6,6,33,16.5,2.232761,3.212239,0
39,2,2,3,65,1.7,0.487738,0.617262,0
46,1,3,4,36,16.0,2.586036,3.173964,1
25,1,5,3,32,2.3,0.35348,0.38252,0
32,4,1,1,42,15.5,2.690512,3.819488,0
32,1,1,1,41,25.3,4.943234,5.429766,0
29,2,0,0,52,13.6,2.259158,4.812842,0
44,2,16,9,55,10.3,1.941903,3.723097,0
36,2,5,3,36,16.3,2.066618,3.801382,0
35,3,0,0,45,4.7,1.015511,1.099489,0
33,1,5,3,30,6.2,0.702291,1.157709,0
52,1,22,20,43,15.5,2.258108,4.406892,0
41,1,2,2,35,3.5,0.379052,0.845948,0
47,1,7,8,56,12.2,3.673012,3.158988,0
48,1,5,4,48,24.6,6.763449,5.044551,0
39,2,2,3,43,7.3,2.162437,0.976563,0
37,1,8,9,52,5.6,1.193347,1.718653,0
35,3,5,7,47,4.1,0.890658,1.036342,0
50,2,14,12,41,9.8,1.422118,2.595882,0
52,2,8,4,45,4.9,0.998497,1.206503,0
34,1,10,8,45,13.3,3.485883,2.499117,0
34,2,2,2,41,12.9,3.609284,1.679716,1
40,1,11,16,50,15.4,5.139374,2.560626,1
21,4,0,0,57,5.6,2.045329,1.146671,0
33,1,2,3,34,7.7,1.423498,1.194502,0
31,1,4,2,46,22.9,5.228938,5.305062,0
47,1,18,16,63,3.7,0.969301,1.361699,1
35,1,3,4,30,6.5,0.727757,1.222243,0
43,1,4,4,35,7.8,0.933789,1.796211,0
26,1,4,3,35,20.5,4.811116,2.363884,1
24,1,2,3,27,7.2,1.353434,0.590566,0
39,1,2,2,33,7.9,0.960562,1.646438,0
27,3,1,1,35,12.9,2.980435,1.534565,0
29,1,7,5,36,6.5,1.444771,0.895229,1
23,3,3,3,56,8.7,2.678084,2.193916,0
29,1,1,1,31,7.9,0.813738,1.635262,0
25,2,5,4,42,5.5,1.549701,0.760299,0
40,3,13,18,42,8.5,1.176112,2.393888,0
42,1,12,14,57,2.6,0.929418,0.552582,0
35,3,12,7,68,15.0,5.713062,4.486938,1
29,2,2,2,55,17.0,2.854692,6.495308,0
55,1,5,3,42,24.2,3.533194,6.630806,0
23,1,3,2,26,8.5,1.522184,0.687816,0
26,1,2,2,36,1.3,0.206387,0.261613,0
32,1,5,6,32,3.2,0.357237,0.666763,0
35,2,4,3,52,15.9,5.62556,2.64244,1
28,3,6,4,39,13.0,1.570717,3.499283,0
35,1,7,4,41,7.5,1.682713,1.392287,0
35,1,1,1,47,23.1,4.486723,6.370277,1
37,2,13,11,62,18.7,6.145961,5.448039,1
35,1,2,3,37,14.6,2.371745,3.030255,1
32,1,8,9,47,3.7,1.069317,0.669683,0
33,1,10,6,31,11.1,2.122977,1.318023,0
41,1,1,1,33,9.1,1.583168,1.419832,1
41,1,11,12,51,9.3,2.154704,2.588296,0
33,2,7,9,57,23.0,4.873831,8.236169,1
29,2,3,3,51,4.4,0.805586,1.438414,0
26,2,1,1,31,8.5,1.660536,0.974464,0
35,1,4,6,30,27.1,2.751929,5.378071,0
35,1,12,11,51,8.6,2.311924,2.074076,0
38,3,9,8,65,8.5,2.204314,3.320686,0
23,2,1,1,49,23.8,6.523951,5.138049,0
31,1,2,1,36,1.1,0.127647,0.268353,0
35,1,7,9,34,6.8,0.872237,1.439763,1
38,1,8,8,53,4.4,0.839358,1.492642,0
45,1,13,17,48,2.2,0.63142,0.42458,0
30,4,4,6,63,12.4,3.139159,4.672841,0
32,2,1,1,57,16.0,5.150413,3.969587,0
35,1,2,3,47,10.5,1.856769,3.078231,0
29,1,6,6,30,5.6,0.627282,1.052718,1
26,1,5,6,28,10.0,1.353382,1.446618,1
44,1,3,3,60,9.5,3.374844,2.325156,0
25,1,2,2,26,3.6,0.470842,0.465158,0
23,1,1,1,44,10.9,1.497696,3.298304,1
24,3,2,3,49,13.9,2.15754,4.65346,0
41,4,8,10,73,10.6,2.750081,4.987919,1
32,2,5,7,39,15.6,2.075619,4.008381,0
29,2,7,5,40,14.8,2.38264,3.53736,0
46,1,19,18,61,10.4,3.106595,3.237405,0
47,2,6,8,54,9.6,3.556315,1.627685,1
36,3,12,10,61,10.5,3.190643,3.214357,0
34,1,9,6,45,4.1,0.617692,1.227308,0
27,3,5,3,39,9.5,2.546649,1.158351,0
23,1,2,3,26,7.8,0.7644,1.2636,0
34,1,7,4,44,2.5,0.428435,0.671565,0
38,1,3,4,37,29.7,5.665992,5.323008,1
54,1,19,23,59,4.5,1.130049,1.524951,0
37,3,13,14,52,12.9,3.041248,3.666752,0
24,2,1,1,33,9.5,1.391447,1.743553,0
37,1,11,16,37,8.5,1.035274,2.109726,0
30,1,1,1,41,23.1,6.168708,3.302292,0
45,1,12,11,40,15.3,3.612008,2.507992,0
28,2,1,1,39,7.5,1.034512,1.890488,0
35,2,11,7,50,11.1,3.303636,2.246364,0
42,2,4,6,57,17.4,4.199048,5.718952,0
42,2,14,13,50,9.6,2.004374,2.795626,0
31,2,2,3,51,6.8,1.939049,1.528951,0
29,4,7,7,64,5.9,1.896689,1.879311,0
24,2,4,5,30,13.0,2.71864,1.18136,0
31,1,2,3,45,2.8,0.818484,0.441516,0
50,2,1,1,74,10.4,4.799657,2.896343,0
35,3,3,4,55,14.4,5.299586,2.620414,0
46,1,16,9,42,6.4,1.510135,1.177865,0
31,1,3,2,48,12.2,3.780677,2.075323,0
27,1,6,7,26,3.7,0.328839,0.633161,0
43,2,15,9,69,4.3,1.059729,1.907271,0
46,1,5,3,61,6.7,2.332519,1.754481,0
31,1,4,4,43,4.3,1.145112,0.703888,0
31,3,2,2,52,2.1,0.351454,0.740546,0
39,1,9,6,57,6.1,2.244698,1.232302,0
22,2,1,1,35,11.5,1.610861,2.414139,0
39,1,12,17,43,5.4,0.950326,1.371674,0
34,1,6,4,43,12.9,2.284835,3.262165,0
24,4,0,0,58,6.8,2.61599,1.32801,0
24,1,2,1,29,2.3,0.294951,0.372049,0
43,4,8,7,86,10.9,2.896258,6.477742,0
38,1,1,1,51,16.1,3.042485,5.168515,0
32,2,3,2,32,7.9,1.552293,0.975707,0
22,1,3,2,24,4.4,0.681959,0.374041,0
31,1,4,6,39,13.2,2.715116,2.432884,0
31,2,8,10,38,11.0,2.03925,2.14075,1
28,2,1,1,35,12.9,2.374158,2.140842,1
31,1,2,3,46,4.4,1.131597,0.892403,0
29,1,2,2,40,12.1,3.357127,1.482873,0
34,1,6,4,30,8.0,1.648408,0.751592,0
41,4,11,10,77,15.4,6.964988,4.893012,0
29,2,1,1,55,26.5,7.461166,7.113834,1
39,1,4,3,32,6.1,1.014211,0.937789,0
26,1,5,7,42,6.6,1.305539,1.466461,0
24,1,4,6,31,5.4,1.079355,0.594645,0
30,2,5,7,57,7.7,2.185179,2.203821,0
25,2,0,0,32,3.5,0.601227,0.518773,0
35,2,3,2,51,6.9,2.445326,1.073674,1
37,1,0,0,45,3.3,0.80522,0.67978,0
29,1,4,2,28,12.9,1.712284,1.899716,0
47,2,12,13,58,5.6,1.906144,1.341856,0
31,1,7,7,50,9.1,1.369744,3.180256,0
23,1,1,1,36,5.5,0.633062,1.346938,0
42,4,13,13,62,10.1,3.167182,3.094818,0
45,2,16,18,57,6.9,1.973207,1.959793,0
30,3,8,10,53,8.6,2.590355,1.967645,1
38,1,10,8,31,12.3,1.437711,2.375289,0
43,1,6,5,60,1.5,0.481446,0.418554,0
28,1,1,1,43,17.3,4.228843,3.210157,0
27,4,2,2,66,19.2,4.984097,7.687903,0
29,1,2,1,47,4.1,0.943682,0.983318,0
37,1,6,4,38,11.5,2.372862,1.997138,0
39,1,4,4,48,4.9,1.364951,0.987049,0
24,1,3,2,41,16.0,2.694253,3.865747,0
33,1,6,5,49,11.5,2.678323,2.956677,0
49,1,11,6,37,23.1,4.205834,4.341166,1
49,1,1,1,49,15.4,3.190971,4.355029,0
40,1,5,7,49,2.6,0.888683,0.385317,0
26,1,3,3,41,2.1,0.543675,0.317325,0
25,1,0,0,41,12.9,1.725732,3.563268,0
48,1,20,22,61,9.7,3.123094,2.793906,1
39,1,4,3,32,19.2,4.108114,2.035886,0
23,2,3,3,48,11.2,3.411615,1.964385,0
35,1,5,5,41,10.5,2.848037,1.456963,0
38,2,2,3,49,24.2,5.198171,6.659829,0
34,2,0,0,50,10.6,3.347694,1.952306,0
40,1,9,12,53,16.8,4.748617,4.155383,1
44,1,13,10,50,25.6,7.618899,5.181101,0
33,1,10,11,32,6.6,0.808304,1.303696,0
48,1,1,1,37,1.1,0.211831,0.195169,0
48,2,3,3,55,11.4,3.559503,2.710497,0
21,3,1,1,40,10.5,2.441012,1.758988,0
45,1,8,11,39,21.3,4.564102,3.742898,0
35,1,3,3,43,26.5,4.093294,7.301706,0
31,1,8,6,38,8.4,2.042516,1.149484,0
35,1,5,7,33,3.7,0.408728,0.812272,0
36,4,6,3,55,9.8,2.925888,2.464112,0
33,1,10,11,44,4.0,0.699829,1.060171,0
39,2,5,7,55,9.1,2.257361,2.747639,0
26,3,4,3,57,10.5,2.833903,3.151097,0
34,1,6,7,47,7.2,1.018033,2.365967,0
27,3,2,3,34,9.6,1.764405,1.499595,0
24,2,4,6,35,1.0,0.142738,0.207262,0
48,3,5,4,50,13.1,2.112559,4.437441,0
26,1,0,0,38,14.4,2.813297,2.658703,0
27,2,2,2,45,7.5,2.131888,1.243112,1
34,1,10,9,47,9.3,2.508859,1.862141,0
35,2,2,1,49,19.1,5.114369,4.244631,1
32,2,9,5,36,4.0,0.758787,0.681213,1
25,1,5,7,28,6.7,0.605837,1.270163,0
27,1,0,0,45,2.1,0.502806,0.442194,0
27,1,2,3,27,6.4,0.592737,1.135263,0
39,2,11,6,53,10.0,3.263811,2.036189,0
25,3,2,1,50,4.2,1.095543,1.004457,0
26,4,2,2,62,21.3,8.472949,4.733051,0
47,1,12,12,57,11.5,4.110444,2.444556,0
24,1,2,2,40,26.5,3.281167,7.318833,1
34,2,8,9,34,1.6,0.295344,0.248656,0
36,1,9,7,53,3.4,0.726633,1.075367,0
56,1,10,12,45,6.3,1.480067,1.354933,0
42,1,12,8,52,10.3,1.884953,3.471047,0
38,1,12,13,42,8.6,1.932674,1.679326,0
25,1,5,4,39,6.4,1.285056,1.210944,0
47,1,13,18,55,1.0,0.341053,0.208947,0
20,2,1,1,36,9.8,2.440179,1.087821,1
33,2,6,6,55,8.0,2.005346,2.394654,0
